facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks,latitude,longitude
c1f8b0,Le Gonzalez and Bennett,hospital,201,missing,2020-07-09,2021-11-14,,missing,13.0,-59.0
missing,Brown Ltd,missing,451,st. james,2017-04-30,2018-11-03,13114259447,missing,13.114,-25.944
3308,Blair Walker and Wright,hospital,273,st. michael,2023-10-05,2021-08-28,13073645913104,missing,13.07364,-59.13104
03309,Jordan-Roberts Hosp,health center,0,st. george,2024-07-09,2022-03-03,58878471292890,good,12.9289,-58.87847
HF3310,Murray PLC,clinic,239,st. george,2017-09-10,2023-01-21,,needs upgrade,13.0,-59.0
missing,Gilbert-and-Sons,community health center,117,st. lucy,2018-05-13,2018-08-02,58829421278439,,12.78439,-58.82942
missing,Caldwell Roth and Guerrero Health Centre,community health center,0,st. george,2024-06-15,2018-06-15,13201995875238,,13.20199,-58.75238
missing,Jacobs-Garcia,polyclinic,349,st. andrew,2022-11-10,2019-11-18,58753371309823,missing,13.09823,-58.75337
missing,Pierce Harrison and Booker,community health center,0,st. john,2021-10-11,2022-01-05,13259785872233,good,13.25978,-58.72233
3315,Welch-Bray Health Centre,polyclinic,439,st. lucy,2023-07-16,2023-04-11,59144191277191,needs upgrade,12.77191,-59.14419
3315,Welch-Bray Health Centre,polyclinic,439,st. lucy,2023-07-16,2023-04-11,59144191277191,needs upgrade,12.77191,-59.14419
HF3316,Thomas-Walker Infirmary,polyclinic,120,christ church,2025-03-26,2024-05-17,59048001307648,missing,13.07648,-59.048
missing,Evans Group Health Centre,missing,419,christ church,2019-11-04,2021-06-22,59150091325359,good,13.25359,-59.15009
missing,Kennedy-Sampson-and-Novak,community health center,161,st. peter,2023-01-22,2018-03-24,58878271312114,,13.12114,-58.87827
HF3319,Leon-Cunningham,clinic,0,christ church,2018-11-21,2024-08-09,,,13.0,-59.0
03320,Kim-Ramos,health center,0,missing,2018-08-28,2024-12-12,12819235881116,needs upgrade,12.81923,-58.81116
3321,Romero PLC,missing,0,missing,2024-11-29,2023-04-21,,,13.0,-59.0
03322,Kirby and Sons Hosp,missing,0,st. peter,2021-08-25,2023-07-26,59008721286758,reinspection due,12.86758,-59.00872
03323,Logan Johnson and Walker,missing,19,st. lucy,2021-11-25,2023-03-19,1253259940,missing,12.532,-59.94
HF3324,Robinson-Rhodes-and-Gallagher Medical Center NewLine,health center,10,st. john,2022-01-11,2021-04-14,58785611296365,,12.96365,-58.78561
missing,Lowery-Carr Clinic,community health center,10,st. andrew,2022-08-05,2019-11-27,59024601291292,,12.91292,-59.0246
a76c0d,Ho Phillips and Vincent Polyclinic,clinic,407,st. andrew,2024-08-21,2020-07-04,13030685882189,,13.03068,-58.82189
3327,Lopez LLC Clinic,community health center,438,christ church,2020-04-09,2023-09-17,,reinspection due,13.0,-59.0
missing,Miller-PLC,health center,11,christ church,2018-05-15,2019-09-07,,,13.0,-59.0
missing,May LLC,clinic,458,missing,2025-06-08,2020-12-20,13036895918373,missing,13.03689,-59.18373
3330,Brown Guerrero and Bautista Health Centre,health center,450,st. john,2022-01-12,2025-04-21,58786361276194,,12.76194,-58.78636
missing,Rice-White Clinic,hospital,104,st. lucy,2025-11-12,2020-05-16,59159061327080,reinspection due,13.2708,-59.15906
cf41d5,Moore Inc Clinic,health center,38,st. george,2021-11-20,2024-05-12,133359541,needs upgrade,13.33,-59.54
3333,Richardson Carr and Madden Hosp,polyclinic,128,st. peter,2019-06-27,2023-09-05,12860675879871,,12.86067,-58.79871
3334,Taylor PLC Infirmary,health center,10,christ church,2025-04-15,2021-09-21,13145458564,,13.145,-45.856
3335,Moreno Howard and Oliver,polyclinic,10,st. lucy,2019-09-15,2023-12-21,59268131325294,missing,13.25294,-59.26813
03336,Phelps-Frederick Clinic,clinic,0,st. michael,2022-11-15,2022-05-23,,,13.0,-59.0
03336,Phelps-Frederick Clin,clinic,0,st. michael,2022-11-15,2022-05-23,,,13.0,-59.0
d93d70,Wagner Rasmussen and Morse Medical Center,community health center,65,st. james,2022-03-14,2019-08-12,125921584423,missing,12.5921,-58.4423
14770b,Hall-Martin-and-Thomas,community health center,78,st. john,2024-12-02,2020-10-18,58760081292924,reinspection due,12.92924,-58.76008
HF3339,Ortiz-Jenkins,hospital,0,st. john,2016-04-27,2025-12-19,13184875885837,missing,13.18487,-58.85837
missing,Andrews-Foster Health Centre,health center,486,missing,2021-06-12,2020-02-05,58840771304147,,13.04147,-58.84077
missing,Castillo and Sons,polyclinic,10,st. peter,2025-08-23,2024-05-28,,followup ,13.0,-59.0
03342,Hill-Bates Hosp,missing,40,st. lucy,2024-11-02,2024-10-14,59146561305305,,13.05305,-59.14656
03343,Scott Ltd Clinic,polyclinic,0,st. james,2025-11-13,2025-11-07,58915111309780,,13.0978,-58.91511
3344,Burgess-Perkins-and-Colon Hospital,clinic,11,st. joseph,2020-01-06,2020-08-14,124810591651,,12.481,-59.1651
3345,Solomon Bennett and Norris Hosp,community health center,0,christ church,2018-08-11,2025-11-09,12965385870975,,12.96538,-58.70975
3346,Nelson LLC Hospital,polyclinic,345,st. james,2020-09-24,2024-11-06,59039151312816,reinspection due,13.12816,-59.03915
f5caa6,Bradley-Galloway-and-Jones Hospital,hospital,273,st. lucy,2016-03-31,2024-08-17,12712215912622,,12.71221,-59.12622
HF3348,Brooks LLC,clinic,403,st. michael,2020-03-07,2018-10-02,59006111278200,needs upgrade,12.782,-59.00611
missing,Hubbard-Nelson Infirmary,community health center,0,st. george,2023-03-23,2019-08-14,125558585937,,12.5558,-58.5937
b24619,Wong and Sons Health Centre,clinic,0,st. peter,2025-08-15,2025-02-23,58931241275162,reinspection due,12.75162,-58.93124
b24619,Wong and Sons Health Centre,clinic,0,st. peter,2025-08-15,2025-02-23,58931241275162,reinspection due,12.75162,-58.93124
3351,Cummings Richardson and Goodman Health Centre,hospital,317,st. andrew,2019-04-06,2019-12-30,58729771302334,reinspection due,13.02334,-58.72977
03352,Rodriguez PLC Medical Center,missing,281,st. peter,2016-05-24,2019-08-12,59071741320342,,13.20342,-59.07174
missing,Wallace-Webb Medical Center,community health center,491,st. john,2025-04-29,2021-10-27,59174381313027,,13.13027,-59.17438
340f2d,Marquez-Smith Infirmary,hospital,10,st. lucy,2017-11-29,2023-11-29,12707455899351,good,12.70745,-58.99351
03355,King and Sons Polyclinic,community health center,500,st. joseph,2017-11-03,2023-12-27,59094061310486,missing,13.10486,-59.09406
2161a1,Stanley-Obrien-and-Simon Medical Center,clinic,20,st. joseph,2016-10-16,2020-09-28,58777681282910,good,12.8291,-58.77768
HF3357,Johnson-Adkins Polyclinic,health center,455,missing,2025-06-15,2023-06-09,58989031273067,good,12.73067,-58.98903
2eb457,Sanders Hull and Nguyen,health center,3,st. george,2016-05-15,2022-04-12,,,13.0,-59.0
missing,Jones Richardson and Castillo Clinic,missing,296,st. lucy,2017-08-15,2019-06-21,59093681318490,followup ,13.1849,-59.09368
missing,Rivera-Thomas Polyclinic,health center,0,st. john,2021-12-18,2018-04-02,,missing,13.0,-59.0
missing,Gill-Mcgee Medical Center,health center,397,st. joseph,2019-11-13,2020-05-19,13003375881901,good,13.00337,-58.81901
03362,Salazar Howard and Myers Health Centre,hospital,374,christ church,2016-10-31,2024-12-11,58971271296618,,12.96618,-58.97127
missing,Peters Inc,health center,218,st. george,2021-11-22,2023-06-10,,,13.0,-59.0
03364,Moran PLC,clinic,379,st. james,2025-11-24,2020-08-17,124333584954,,12.4333,-58.4954
03364,Moran PLC,clinic,379,st. james,2025-11-24,2020-08-17,124333584954,,12.4333,-58.4954
3365,Long Patel and Anthony Hosp,community health center,350,st. john,2017-12-26,2018-10-29,131210585534,,13.121,-58.5534
3366,Kirby Gonzalez and Edwards Polyclinic,hospital,486,st. george,2019-01-14,2020-03-06,58933341270339,,12.70339,-58.93334
03367,Hurley Ltd,health center,10,st. michael,2019-07-02,2021-11-02,59045731281406,good,12.81406,-59.04573
HF3368,Bates Peters and Wade Hosp,community health center,133,st. james,2017-04-10,2025-12-25,,reinspection due,13.0,-59.0
3369,Gonzales Inc,missing,241,christ church,2019-01-01,2025-04-24,58858111318119,needs upgrade,13.18119,-58.85811
missing,Bolton-Parker Hospital,hospital,10,st. lucy,2017-02-18,2024-12-18,131751584543,needs upgrade,13.1751,-58.4543
HF3371,Sutton Johnson and Chapman Health Centre,missing,185,st. peter,2018-01-02,2023-04-09,131345591557,good,13.1345,-59.1557
missing,Lee-and-Sons Polyclinic,hospital,0,christ church,2024-05-02,2023-06-29,59001691297680,needs upgrade,12.9768,-59.00169
missing,Livingston Porter and Baird Infirmary,clinic,126,christ church,2020-11-28,2019-02-09,,,13.0,-59.0
03374,Green PLC Infirmary,hospital,0,st. michael,2025-06-17,2024-09-14,58864441286610,,12.8661,-58.86444
missing,Dunlap-Robertson-and-Quinn,missing,100,st. michael,2020-11-28,2020-08-21,12523259754,,12.523,-25.975
missing,Michael-James-and-Moon Medical Center,hospital,449,st. john,2018-01-22,2018-12-18,58743571321983,missing,13.21983,-58.74357
3377,Ross Mack and PittsNewLine,polyclinic,136,missing,2024-12-13,2018-03-12,13152591325,,13.152,-59.132
3377,Ross Mack and PittsNewLine,polyclinic,136,missing,2024-12-13,2018-03-12,13152591325,,13.152,-59.132
51b517,Williamson-Ford,polyclinic,0,st. lucy,2018-02-18,2023-10-31,13214005918386,needs upgrade,13.214,-59.18386
a0cba6,Young Sanchez and Perkins Infirmary,clinic,340,st. george,2020-03-01,2019-03-13,,,13.0,-59.0
a0cba6,Young Sanchez and Perkins Infirmary,clinic,340,st. george,2020-03-01,2019-03-13,,,13.0,-59.0
03380,Smith-Inc,health center,59,st. andrew,2023-09-06,2019-07-15,59109141275842,,12.75842,-59.10914
missing,Boyer-Martinez,hospital,0,st. james,2020-01-30,2021-08-18,12825325885880,good,12.82532,-58.8588
missing,Simpson Gardner and Davis Clinic,clinic,0,st. joseph,2025-04-07,2024-07-22,58935821282748,reinspection due,12.82748,-58.93582
missing,Terry LLC Polyclinic,clinic,0,st. andrew,2016-06-13,2025-05-19,,followup ,13.0,-59.0
missing,Hardy Bright and Adams,community health center,453,st. lucy,2025-03-27,2025-11-14,59092491300059,followup ,13.00059,-59.09249
3385,Davis-Rosales Infirmary,clinic,0,st. andrew,2018-10-02,2019-04-24,12553259813,missing,12.553,-25.981
missing,Parsons-and-Sons,polyclinic,474,st. john,2019-06-17,2022-11-08,,,13.0,-59.0
6c7c04,Miller Inc Health Centre,clinic,10,st. michael,2018-06-21,2021-12-10,13023995918478,,13.02399,-59.18478
6c7c04,Miller Inc Health Centre,clinic,10,st. michael,2018-06-21,2021-12-10,13023995918478,,13.02399,-59.18478
3388,Schwartz-Ayers Polyclinic,polyclinic,305,st. john,2016-06-23,2019-01-10,125335918,,12.53,-35.91
missing,Martinez-Whitehead-and-Jimenez,hospital,163,st. joseph,2017-04-28,2018-03-19,125842585214,missing,12.5842,-58.5214
HF3390,Griffin-Erickson Health Centre,clinic,24,st. john,2017-12-10,2023-07-04,130185993,good,13.01,-85.99
3391,Moore Inc Hosp,missing,230,st. george,2024-07-27,2025-08-18,58907831275261,missing,12.75261,-58.90783
3392,Lopez-Walker Medical Center,missing,62,christ church,2021-01-15,2022-07-13,58803941310577,,13.10577,-58.80394
3392,Lopez-Walker Medical Center,missing,62,christ church,2021-01-15,2022-07-13,58803941310577,,13.10577,-58.80394
3393,Jones-Browning Medical Center,clinic,224,st. michael,2017-06-05,2023-02-04,59234941277340,missing,12.7734,-59.23494
866ee2,Fox Inc Hosp,missing,314,st. joseph,2020-08-30,2019-02-13,59168981301813,,13.01813,-59.16898
3395,Mendez Baker and Garner Infirmary,hospital,458,st. john,2019-12-13,2025-12-18,,followup ,13.0,-59.0
HF3396,Roy-Rios Hospital,clinic,0,st. michael,2016-08-08,2023-08-08,58992951294854,reinspection due,12.94854,-58.99295
03397,Taylor-Hughes Clinic,community health center,10,st. andrew,2023-10-15,2025-09-12,,,13.0,-59.0
03397,Taylor-Hughes Clin,community health center,10,st. andrew,2023-10-15,2025-09-12,,,13.0,-59.0
HF3398,Wyatt Dawson and Sanders Medical Center,missing,370,st. michael,2016-05-24,2024-04-19,,,13.0,-59.0
3399,Mills-Arroyo,health center,284,st. john,2025-04-21,2024-09-02,124911585216,,12.4911,-58.5216
3399,Mills-Arroyo,health center,284,st. john,2025-04-21,2024-09-02,124911585216,,12.4911,-58.5216
3400,Sheppard-Berg Infirmary,clinic,326,st. peter,2021-08-13,2019-11-10,,,13.0,-59.0
missing,Thompson LLC Hospital,community health center,355,st. george,2018-02-01,2023-02-14,131022591531,missing,13.1022,-59.1531
HF3402,Weaver-Quinn,health center,0,st. michael,2022-03-13,2025-11-19,13654584856,,13.654,-58.485
03403,Nelson Group Medical Center,health center,426,st. john,2017-12-17,2023-08-05,59181321284588,,12.84588,-59.18132
missing,Norman Bell and Moss Health Centre,hospital,0,st. andrew,2022-03-02,2019-09-09,12534585853,,12.534,-58.585
HF3405,Wright-Powell Hospital,community health center,358,st. john,2020-06-13,2023-08-03,58937341305517,good,13.05517,-58.93734
HF3406,Schaefer-Nguyen Health Centre,polyclinic,238,st. joseph,2020-06-22,2022-06-26,58707531329048,good,13.29048,-58.70753
HF3407,Le Peterson and Baxter,community health center,412,st. george,2021-11-08,2021-05-31,59284421307824,needs upgrade,13.07824,-59.28442
missing,Villegas Morales and Silva Infirmary,missing,453,st. andrew,2020-09-18,2018-02-24,59164081291119,needs upgrade,12.91119,-59.16408
8beddc,Collins White and Morgan Medical Center,health center,191,st. michael,2025-05-27,2021-01-22,,,13.0,-59.0
missing,Woods Garner and Hall Hospital,community health center,0,st. john,2017-08-12,2022-05-01,59055011275366,good,12.75366,-59.05501
3411,Williams-Inc Medical Center,hospital,110,st. joseph,2021-06-19,2024-12-03,13275705899442,needs upgrade,13.2757,-58.99442
HF3412,Hale and Sons Polyclinic,community health center,0,st. joseph,2023-05-26,2022-09-05,59168441294111,needs upgrade,12.94111,-59.16844
3413,Thomas LLC Hosp,community health center,80,st. george,2019-12-19,2024-06-06,,good,13.0,-59.0
missing,Santos Inc Polyclinic,hospital,0,st. lucy,2017-04-19,2019-03-02,58767311291648,reinspection due,12.91648,-58.76731
8cdb68,Young Group Clinic,missing,0,st. james,2021-12-14,2021-08-16,,reinspection due,13.0,-59.0
3416,Thomas Miles and Reynolds Hospital,community health center,0,st. joseph,2021-12-06,2018-10-03,58745901329020,reinspection due,13.2902,-58.7459
3417,Taylor Wyatt and Jones Clinic,polyclinic,39,missing,2019-12-13,2025-03-26,12949055926838,missing,12.94905,-59.26838
b6dd01,Rose Group Health Centre,clinic,400,st. michael,2023-08-27,,12866395928916,needs upgrade,12.86639,-59.28916
HF3419,Jones-Ltd,community health center,0,missing,2018-07-21,2022-12-11,13233425919923,,13.23342,-59.19923
d7919d,Castillo Stewart and Mckay Health Centre,hospital,226,st. john,2021-12-29,2022-12-09,59029551298914,missing,12.98914,-59.02955
d7919d,Castillo Stewart and Mckay Health Centre,hospital,226,st. john,2021-12-29,2022-12-09,59029551298914,missing,12.98914,-59.02955
missing,Wright-Villarreal Infirmary,hospital,13,st. michael,2018-04-18,2023-12-13,59265271281770,followup ,12.8177,-59.26527
3422,Perez Pope and Hall Medical Center,community health center,383,st. andrew,2021-04-23,2022-01-31,59253671308895,missing,13.08895,-59.25367
3423,Perkins Hernandez and Stout Clinic,community health center,0,missing,2021-05-18,2018-12-18,59296581313164,missing,13.13164,-59.29658
8bb4c5,Williams-Solomon,health center,0,st. john,2025-04-24,2025-05-23,13033165901981,missing,13.03316,-59.01981
missing,Peterson-Hunt Hospital,polyclinic,50,missing,2017-02-09,2018-06-17,,,13.0,-59.0
3426,Conrad Carlson and Bennett,missing,0,st. james,2016-08-06,2020-03-20,,missing,13.0,-59.0
missing,George PLC Hosp,missing,405,st. peter,2021-08-19,2018-05-25,13730591041,good,13.73,-59.104
3428,Brown LLC Health Centre,hospital,10,st. joseph,2025-08-25,2020-04-05,,missing,13.0,-59.0
ab0aed,Williams Lambert and Cunningham,hospital,10,st. peter,2016-12-20,2024-04-08,125033584653,good,12.5033,-58.4653
03430,Myers-Ltd Medical Center,health center,299,st. george,2018-08-10,2024-06-07,59293381284242,reinspection due,12.84242,-59.29338
missing,Brown-Houston-and-Wong,community health center,0,st. joseph,2020-10-10,2018-09-08,12756785906664,good,12.75678,-59.06664
missing,Sanders PLC Hosp,hospital,481,st. lucy,2020-01-03,2018-09-21,59187581276544,,12.76544,-59.18758
03433,Erickson PLC Polyclinic,hospital,0,st. joseph,2017-06-12,2024-11-17,12894175878448,good,12.89417,-58.78448
missing,Phillips and Sons,community health center,28,st. andrew,2023-10-08,2021-10-21,59111911272502,needs upgrade,12.72502,-59.11191
HF3435,Scott Murray and Lloyd Medical Center,missing,2,st. george,2022-03-26,2019-11-13,59198551287994,good,12.87994,-59.19855
missing,Cox-Group Health Centre,clinic,469,st. lucy,2021-12-17,2023-10-22,13138565875621,reinspection due,13.13856,-58.75621
missing,Cox-Group Health Centre,clinic,469,st. lucy,2021-12-17,2023-10-22,13138565875621,reinspection due,13.13856,-58.75621
HF3437,Brown Rodriguez and Wang Clinic,health center,167,st. james,2022-06-30,2021-12-11,58965111299327,followup ,12.99327,-58.96511
HF3438,Boyd-Guzman,community health center,240,st. john,2019-01-13,2024-03-01,,reinspection due,13.0,-59.0
0f60ed,Golden-Group,clinic,10,st. peter,2021-09-18,2025-01-28,59073381307180,reinspection due,13.0718,-59.07338
3440,Anderson-LLC Clinic,missing,24,christ church,2023-11-20,2022-07-08,1258059922,,12.58,-59.922
4741a7,Burch Ltd,clinic,458,st. lucy,2017-11-28,2019-10-02,13010985911660,,13.01098,-59.1166
missing,Schmidt-Stevenson Hosp,community health center,142,st. george,2017-01-08,2020-11-25,13065825882572,good,13.06582,-58.82572
f9e071,Long-Whitaker Infirmary,health center,0,st. john,2021-02-05,2019-01-02,58913401284808,good,12.84808,-58.9134
3444,Adams-Gould Polyclinic,clinic,497,christ church,2021-05-16,2023-08-22,58914781278264,missing,12.78264,-58.91478
32e18e,Wright Glenn and Jones,community health center,63,st. lucy,2024-06-25,,59264861291034,,12.91034,-59.26486
3446,Jones Gibson and Brown Infirmary,community health center,388,st. john,2017-05-28,,,followup ,13.0,-59.0
f44db6,Hall and Sons Polyclinic,community health center,0,missing,2020-06-24,2019-05-10,59222291323989,,13.23989,-59.22229
f44db6,Hall and Sons Polyclinic,community health center,0,missing,2020-06-24,2019-05-10,59222291323989,,13.23989,-59.22229
3448,Hayes Luna and Gay Health Centre,community health center,168,st. james,2022-10-11,2019-05-03,59006301286939,followup ,12.86939,-59.0063
